Car Name,Make,Model,KM's driven,Price,Fuel_Diesel,Fuel_Hybrid,Fuel_Petrol,Transmission_Manual,Car Age
"Fully show room maintained car, chilled AC , New Tyres,",KIA,Picanto,37500,2600000,False,False,True,False,4
suzuki Mehran vxr 2017,Suzuki,Mehran VXR,18000,1265000,False,False,True,True,7
"Toyota Corolla, GL or automatic transmission?",Toyota,Corolla GLI,111000,4350000,False,False,True,False,6
SUZUKI MEHRAN 2012 EXTRA ORDINARY MINT CONDITION,Suzuki,Mehran VXR,9999,775000,False,False,True,True,12
Honda City i-Vtec 2019 - 03338882154,Honda,City IVTEC,60000,3875000,False,False,True,False,5
SUZUKI EVERY TURBO 2003 reg 2006  full option Car,Suzuki,Every,95000,875000,False,False,True,False,21
totally jenion condition,Suzuki,Mehran VXR,62000,1350000,False,False,True,True,6
Honda city ivtec manual transmission Islamabad Golden nomber 147,Honda,City IVTEC,182000,2195000,False,False,True,True,15
Toyota Xli converted to Gli 1.6 exchange posible,Toyota,Corolla XLI,1000,1650000,False,False,True,True,21
Mira 2006 model impoted car,Daihatsu,Mira,99000,1550000,False,False,True,True,18
Suzuki Cultus 2008 New Shape,Suzuki,Cultus VXR,100000,940000,False,False,True,True,16
"Suzuki bolan, carry dabba, high roof",Suzuki,Bolan,100000,750000,False,False,True,True,14
SUZUKI SWIFT 2018 WHITE COLOUR,Suzuki,Swift,80100,2380000,False,False,True,True,6
Suzuki Carry bolan 2015 model,Suzuki,Bolan,100000,900000,False,False,True,True,9
Santro Automatic 2005 genuine condition,Hyundai,Santro,86000,949999,False,False,True,False,19
Daihatsu Cuore,Daihatsu,Cuore,120000,690000,False,False,True,False,21
Original return file is available. Never got into accident.,Hyundai,Santro,200000,1300000,False,False,True,True,15
xli 2011 chat gidi genuine baki shower ha,Toyota,Corolla XLI,165000,2050000,False,False,True,True,13
Bolan Suzuki 2020,Suzuki,Bolan,120000,1650000,False,False,True,False,4
Honda Civic Vti Oriel Cvt 2016 Black,Honda,Civic Oriel,98000,4495000,False,False,True,False,8
Suzuki Every,Suzuki,Every,99885,1650000,False,False,True,False,11
Toyota Altis garnde 1.8,Toyota,Altis Grande,113000,4170000,False,False,True,False,8
sale my car 03340529254,Toyota,Corolla GLI,171000,2500000,False,False,True,True,15
Suzuki cultus new condition car best fuel average,Suzuki,Cultus VXR,77700,1425000,False,False,True,True,10
Altis 1.8. S. R. . sunroof . . cruisematic with new 2012 shape .,Toyota,Corrolla Altis,145000,2400000,False,False,True,False,15
corolla GLI 2004 very good condition,Toyota,Corolla GLI,140000,1750000,False,False,True,True,20
santro 2006/7Rs847000. . . /0/3/4/8/4/4/8/0/8/5/0////,Hyundai,Santro,65500,847000,False,False,True,True,18
Toyota Corolla Gli 2016,Toyota,Corolla GLI,157000,3650000,False,False,True,True,8
urgent sale koi Kam ni hona Wala ni new ing,Suzuki,Every,170000,1850000,False,False,True,False,4
b fast,Mitsubishi,Pajero Mini,123456,820000,False,False,True,True,18
Kia Picanto 2022,KIA,Picanto,22000,3300000,False,False,True,False,2
A Family used car in excellent condition for sell highly recommended,Mitsubishi,Ek Wagon,130000,2360000,False,False,True,False,5
Hyundai Santro,Hyundai,Santro,100000,975000,False,False,True,True,17
swift 2016 model in good condition better than  Alto. wagnor. cultus.,Suzuki,Swift,89000,2150000,False,False,True,True,8
honda city for sale lush condition,Honda,City Vario,10000,3100000,False,False,True,True,7
Toyota Passo 2009/2012,Toyota,Passo,86000,1820000,False,False,True,False,12
Toyota Yaris,Toyota,Yaris,18500,4050000,False,False,True,True,3
condition 10/10,Suzuki,Bolan,93334,1750000,False,False,True,True,5
Mira urgent sale krni he,Daihatsu,Mira,65000,600000,False,False,True,False,9
2005 civic vvti ProsMatic,Honda,Civic Prosmetic,212000,1475000,False,False,True,False,19
asslam o alaikum,Suzuki,Alto,186400,650000,False,False,True,True,16
Honda City 2013,Honda,City IVTEC,85000,2785000,False,False,True,True,11
Honda City 2017,Honda,City IVTEC,93000,2650000,False,False,True,True,7
Suzuki Mahran,Suzuki,Mehran VXR,82820,700000,False,False,False,True,17
Toyota Yaris GLI CVT 1.3 2021,Toyota,Yaris,19053,4375000,False,False,True,False,3
hunda city 2019 model,Honda,City IDSI,83000,3500000,False,False,True,True,5
Honda city Prosmatec 2013 model,Honda,City IVTEC,96000,2825000,False,False,True,False,11
Toyota Yaris Ativ CVT,Toyota,Yaris,7000,4190000,False,False,True,False,2
Daihatsu Cuore 2007,Daihatsu,Cuore,145000,750000,False,False,True,True,17
corolla gli 2019,Toyota,Corolla GLI,65000,4550000,False,False,True,False,5
m selling carol's gli 2009 body total original and only bummer repair,Toyota,Corolla GLI,250000,2250000,False,False,True,True,15
Need Hard cash only in 5000 Pkr notes preferably.,Suzuki,Swift,40000,2650000,False,False,True,False,2
Daihtsu Coure CX ECO,Daihatsu,Cuore,99800,820000,False,False,True,True,17
Alto 2008 | best condition,Suzuki,Alto,30000,750000,False,False,True,True,16
Coure Car,Daihatsu,Cuore,164000,1149000,False,False,True,True,14
Daihatsu Hijet,Daihatsu,Hijet,163000,1500000,False,False,True,False,12
MEHRAN 2007 new ac installed,Suzuki,Mehran VXR,100000,560000,False,False,True,True,17
mira L package with sensors,Daihatsu,Mira,75000,3270000,False,False,True,False,6
corolla gli,Toyota,Corolla GLI,150000,2300000,False,False,True,True,18
lancer 2007,Mitsubishi,Lancer,96000,1890000,False,False,True,False,17
kia picanto 2022 model,KIA,Picanto,3500,3150000,False,False,True,False,2
honda city totall orgnal family use organl mileage 0344-63-47438 call,Honda,City IVTEC,74500,2350000,False,False,True,True,14
"xli 2011 , Islamabad reg, demand 22.5lac km 300000 03438797260",Toyota,Corolla XLI,300000,2250000,False,False,True,True,13
Honda city,Honda,City IDSI,167000,1620000,False,False,True,True,18
FAW  V2,FAW,V2,181000,1350000,False,False,True,True,10
Honda Civic 2016Model Oriel,Honda,Civic Oriel,116000,4550000,False,False,True,False,8
Daihatsu Cuore 2003,Daihatsu,Cuore,123456,625000,False,False,True,True,21
Toyota corrolla altis model 2017 full original millage 85k,Toyota,Corrolla Altis,85000,4200000,False,False,True,False,7
Suzuki swift 1.3DLX for urgent sale!,Suzuki,Swift,96500,1700000,False,False,True,True,12
Gli 2016,Toyota,Corolla GLI,90000,2800000,False,False,True,True,8
Toyota corolla GLI,Toyota,Corolla GLI,120000,3700000,False,False,True,True,9
Coure For Sale,Daihatsu,Cuore,105000,1020000,False,False,True,False,15
SUZUKI EVERY 2003 -2007 100% ORIGINAL IN & OUT 0305-2026772,Suzuki,Every,185000,1230000,False,False,True,False,21
alto 2008 model lahore number,Suzuki,Alto,86000,925000,False,False,True,True,16
Honda city,Honda,City IVTEC,100000,2450000,False,False,True,True,11
Gli 2014 total original inside out.,Toyota,Corolla GLI,110000,3150000,False,False,True,True,10
honda reborn,Honda,Civic Oriel,135000,2045000,False,False,True,True,14
2004 model total guniun sell by sell hy contact no 03007641445,Hyundai,Santro,194000,1050000,False,False,True,True,20
Daihatsu Course CX 847cc,Daihatsu,Cuore,135000,690000,False,False,True,False,19
Honda city IVtec bumper to bumper genuine,Honda,City IVTEC,54000,3350000,False,False,True,True,6
"original engine, non accidental, personal use,",Honda,City IVTEC,88000,2800000,False,False,True,True,8
chil AC LCD good condition,Daihatsu,Cuore,123456,995000,False,False,True,True,14
Suzuki Bolan 2007,Suzuki,Bolan,10000,750000,False,False,True,True,17
Honda city aspire 1.6,Honda,City Aspire,95000,2975000,False,False,True,True,8
Hijet Automatic transmission 11/18,Daihatsu,Hijet,200000,1255000,False,False,True,False,6
Honda Civic VTI Oriel Prosmetic UG (2004),Honda,Civic Prosmetic,175000,1550000,False,False,True,False,20
daihatsu coure modols 2004 good conditon,Daihatsu,Cuore,12345,880000,False,False,True,False,20
Suzuki Wagon R VXL,Suzuki,Wagon R,18000,2625000,False,False,True,True,6
Toyota Passo X Package,Toyota,Passo,100000,2500000,False,False,True,False,10
Suzuki baleno gud condition,Suzuki,Baleno,10000,850000,False,False,True,True,21
Santro Executive 2005/6 model,Hyundai,Santro,1234,895000,False,False,True,True,19
Mira imported,Daihatsu,Mira,81000,1550000,False,False,True,False,18
Suzuki Swift 2018,Suzuki,Swift,40327,2500000,False,False,True,True,6
KIA CLASSIC 2004 urgent sell,KIA,Classic,88000,380000,False,False,True,True,20
Honda city vario automatic transmission,Honda,City Vario,200000,1700000,False,False,True,False,17
Daihatsu Mira LSA 2013,Daihatsu,Mira,107000,2040000,False,False,True,False,11
Suzuki Mehran VXR (2018),Suzuki,Mehran VXR,60000,1320000,False,False,True,True,6
Toyota Corolla XLi VVTi 2017,Toyota,Corolla XLI,79000,3400000,False,False,True,True,7
coure good condition,Daihatsu,Cuore,100000,695000,False,False,True,True,17
honda civic prosmetic,Honda,Civic Prosmetic,110000,1750000,False,False,True,False,16
Santro Club 2007,Hyundai,Santro,150000,975000,False,False,True,True,17
Daihatsu move,Daihatsu,Move,28000,2930000,False,False,True,False,6
Mehran,Suzuki,Mehran VXR,87000,1175000,False,False,True,True,9
Toyota Corolla Gli 2008 model,Toyota,Corolla GLI,333000,1800000,False,False,True,True,16
Hijet,Daihatsu,Hijet,136500,1200000,False,False,True,False,11
Daihatsu Hijet 2012,Daihatsu,Hijet,6356,1450000,False,False,True,False,12
"Mitsubishi lancer  2007/13,    03315115007",Mitsubishi,Lancer,196000,1890000,False,False,True,False,17
Toyota Passo 2013 White FULL ORIGINAL,Toyota,Passo,106000,2450000,False,False,True,False,11
Mitsubishi mini cab 2011,Mitsubishi,Minica,100000,940000,False,False,True,False,13
Changan Karwaan Plus | White Color | For Sale,Changan,Karvaan,21000,2500000,False,False,True,True,3
"XPV VAN, Need to sell urgently",FAW,X-PV,200000,915000,False,False,True,True,8
"Cultus Vxri 2013 Euro-II, Perfect Family Car",Suzuki,Cultus VXR,121000,1180000,False,False,True,True,11
Suzuki Swift CBU Japan Assembled,Suzuki,Swift,77000,1800000,False,False,True,True,14
2004 model geniune condition,Suzuki,Baleno,129000,800000,False,False,True,True,20
"Daihatsu*Move Conte*
 Car Automatic 2012 registration. 2015",Daihatsu,Move,54000,1750000,False,False,True,False,12
Suzuki Alto Vxr as good as new,Suzuki,Alto,12500,2475000,False,False,True,True,2
Suzuki baleno JXL lahore number,Suzuki,Baleno,222222,1050000,False,False,True,True,19
Mira Japan 2 door,Daihatsu,Mira,100000,1250000,False,False,True,False,18
Honda city 2007 model,Honda,City IDSI,1234,1565000,False,False,True,True,17
Suzuki ravi Euro 2,Suzuki,Ravi,2700,1850000,False,False,True,True,2
Cultus,Suzuki,Cultus VXR,100000,850000,False,False,True,True,15
Hijet For Sale,Daihatsu,Hijet,10000,1100000,False,False,True,False,18
Toyota Corolla Altis 1.6 (Automatic),Toyota,Corrolla Altis,94000,3925000,False,False,True,False,9
SUZUKI Cultus VXR 2005 CNG + AC,Suzuki,Cultus VXR,100000,800000,False,False,True,True,19
Suzuki Wagon r vxl 2018,Suzuki,Wagon R,1230,1660000,False,False,True,True,6
Honda Civic Reborn,Honda,Civic Prosmetic,125000,2200000,False,False,True,False,15
Coure (Daihatsu) 2011 Model for Sale,Daihatsu,Cuore,100000,1190000,False,False,True,True,13
Honda City IVTEC 2019,Honda,City IVTEC,112000,3890000,False,False,True,True,5
Suzuki Swift DLX 1.3 2012 Model,Suzuki,Swift,180000,1900000,False,False,True,True,12
Suzuki Every 2018/2023/fresh import. . .,Suzuki,Every,75000,2850000,False,False,True,False,6
Daihatsu Mira 2016,Daihatsu,Mira,46000,2800000,False,False,True,False,8
Corolla Special Edition -90+ % genuine,Toyota,Corrolla Altis,195000,2005000,False,False,True,False,19
Suzuki Baleno 2001 model,Suzuki,Baleno,1111,650000,False,False,True,True,23
Suzuki swift dlx model 2018 original white only 40000kms petrol drive,Suzuki,Swift,50000,2300000,False,False,True,True,6
xli 2011 Lahore ragistar gli canwat 3 pics tachng,Toyota,Corolla XLI,295000,2360000,False,False,False,True,13
total geniun zerometer condition,KIA,Picanto,30000,3600000,False,False,True,False,3
good condetion. first owner. seal by seal. 03015716237,Honda,City IDSI,166000,1550000,False,False,True,True,19
Mira 2011/2015,Daihatsu,Mira,84000,1900000,False,False,True,False,13
Honda city idsi btr thn mehran cultus vitz mira santro wagon r move,Honda,City IDSI,195000,1485000,False,False,True,True,17
Daihatsu HIJET Geniune 2011-16,Daihatsu,Hijet,93000,1425000,False,False,True,False,8
suzuki hiroof 2011,Suzuki,Bolan,75000,765000,False,False,True,True,13
Honda Civic 2013 Oriel Prosmatec UG Rebirth 4 sale (Total genuine),Honda,Civic Prosmetic,185000,3275000,False,False,True,False,11
Toyota corolla,Toyota,Corolla XLI,120000,2450000,False,False,True,True,12
I'm selling my Alto vxr 660cc in mint condition.,Suzuki,Alto,75000,2175000,False,False,True,True,5
Home use Coure,Daihatsu,Cuore,14000,700000,False,False,True,True,23
toyota corolla xli,Toyota,Corolla XLI,90000,2350000,False,False,True,True,12
Daihatsu mira,Daihatsu,Mira,92500,2390000,False,False,True,False,8
-suzuki wagnor vxl (03065115997),Suzuki,Wagon R,100000,1980000,False,False,True,True,10
Toyota Passo,Toyota,Passo,92000,2300000,False,False,True,False,14
Suzuki Swift Limited Edition 2023 Model,Suzuki,Swift,1234,4550000,False,False,True,False,1
Suzuki Every 2004/2008,Suzuki,Every,35000,975000,False,False,True,False,20
Honda City 2008 Model LK6,Honda,City IDSI,110000,1950000,False,False,True,True,16
Daihatsu Mira - URGENT SALE,Daihatsu,Mira,100000,2999000,False,False,True,False,7
Honda city 2015,Honda,City IVTEC,121000,2900000,False,False,True,True,9
Kia Spectra Home used car For sale,KIA,Spectra,150000,790000,False,False,True,True,21
suzuki swift model 2016 auto,Suzuki,Swift,82000,2350000,False,False,True,False,8
Suzuki bolan 98% genuine condition,Suzuki,Bolan,99999,740000,False,False,True,True,18
Daihatsu Mira 2Door,Daihatsu,Mira,97000,1250000,False,False,True,False,16
Suzuki Alto vxr,Suzuki,Alto,23000,2385000,False,False,True,True,3
SUZUKI ALTO VXR,Suzuki,Alto,24000,2500000,False,False,True,True,2
Suzuki Baleno,Suzuki,Baleno,171000,980000,False,False,True,True,22
gli special edition super white,Toyota,Corolla GLI,125000,4300000,False,False,True,True,6
not any fault all ok,Honda,City IDSI,200000,850000,False,False,True,True,22
Daihatsu Mira top of the line for sale,Daihatsu,Mira,20000,3590000,False,False,True,False,3
Kia Classic 2001,KIA,Classic,100000,495000,False,False,True,True,23
"2018,2023 Suzuki every wagon bumper to bumper geniun guranty",Suzuki,Every,179000,2990000,False,False,True,False,1
"Wagon r VXL 2016 model, in brand new condition",Suzuki,Wagon R,99999,1870000,False,False,True,True,8
kia 2002 exchange possible,KIA,Spectra,1245,775000,False,False,True,True,22
sentro,Hyundai,Santro,110000,725000,False,False,True,True,20
Suzuki Wagon R  2022 Model,Suzuki,Wagon R,32871,2800000,False,False,True,True,2
"CNG Plus Petrol, full documents, All tax clear life time",Suzuki,Bolan,10000,700000,False,False,True,True,18
cuore 2011 model car best for family use,Daihatsu,Cuore,70000,900000,False,False,True,True,13
honda city aspir menul 1.5,Honda,City Aspire,94580,2625000,False,False,True,True,9
suzuki mehran total geniune,Suzuki,Mehran VXR,60000,1460000,False,False,True,True,6
Honda City Aspire 2016 total Genuine paint,Honda,City Aspire,95000,3350000,False,False,True,False,8
screen pe jo num arha hai us pe rabta kare,Suzuki,Bolan,1000,750000,False,False,True,True,13
Honda City 2017 IVTEC 1.3 Orginal Excellent Condition,Honda,City IVTEC,74000,2790000,False,False,True,True,7
kia classics,KIA,Classic,12345,380000,False,False,True,True,24
swift 2018 dlx automatic,Suzuki,Swift,40000,2650000,False,False,True,False,6
TERIOS KIDS 2001/2006,Daihatsu,Terios Kid,120000,1570000,False,False,True,False,23
Toyota Yaris ATIV CVT 1.3 2020,Toyota,Yaris,58000,3920000,False,False,True,False,4
Suzuki Bolan 2015 model,Suzuki,Bolan,75000,895000,False,False,True,True,9
Showroom condition Ravi 2021 (October),Suzuki,Ravi,50000,1650000,False,False,True,True,3
"Daihatsu Mira 2013/2016
Book file original",Daihatsu,Mira,85000,1895000,False,False,True,False,11
coure 2010 2011,Daihatsu,Cuore,150000,790000,False,False,False,True,14
Suzuki Every,Suzuki,Every,200000,1280000,False,False,True,False,18
Mehran vxr 2004,Suzuki,Mehran VXR,55000,395000,False,False,True,True,20
Toyota  Corolla GLI 2015 Model,Toyota,Corolla GLI,116000,3050000,False,False,True,True,9
Honda city,Honda,City Vario,74586,1745000,False,False,True,False,18
for sell,Suzuki,Every,80000,1800000,False,False,True,False,11
"for buy,call on WhatsApp",Honda,City Aspire,24000,4050000,False,False,True,True,3
HONDA CITY 2015 MODEL WELL CONDITION ANDROID PENAL INSTALLED,Honda,City IVTEC,96000,2800000,False,False,True,True,9
car for sale,Hyundai,Santro,175281,800000,False,False,True,True,20
Mehran car model 2004,Suzuki,Mehran VXR,10000,420000,False,False,True,True,20
altis saloon 1.6 2005,Toyota,Corrolla Altis,96263,1650000,False,False,True,False,19
Suzuki Swift Auto,Suzuki,Swift,85098,2200000,False,False,True,False,7
Honda civic Reborn prismatic Oriel,Honda,Civic Prosmetic,1234,2300000,False,False,True,False,16
honda city for sale 2006,Honda,City IDSI,250000,1670000,False,False,True,False,18
car laboratory supurdari hoi hy orignal smart card available,Toyota,Passo,115300,1195000,False,False,True,False,19
Mira 2 two door 2008/12 . Totally geniune body. Automatic transmission,Daihatsu,Mira,200000,1150000,False,False,True,False,12
suzuki baleno 2004,Suzuki,Baleno,12345,1200000,False,False,True,True,20
xli 2004,Toyota,Corolla XLI,295000,1625000,False,False,False,True,20
daihatsu mov custom RS SA top of the line variant,Daihatsu,Move,90000,3075000,False,False,True,False,8
wagon R vxl model 2015 original condition,Suzuki,Wagon R,68000,1840000,False,False,True,True,9
santro ex,Hyundai,Santro,170000,745000,False,False,True,True,20
Daihatsu Cuore 2010 Registered Model 2008,Daihatsu,Cuore,123456,770000,False,False,True,True,16
Gli urgent sale,Toyota,Corolla GLI,200000,1450000,False,False,True,True,19
Honda City 2018 Total Genuine,Honda,City IVTEC,52000,3590000,False,False,True,True,6
For Sale,KIA,Spectra,200000,650000,False,False,True,True,22
Mira 2013/2016 sides touch up own engine roof bonet diggi total own,Daihatsu,Mira,90000,2000000,False,False,True,False,11
